,a,b,c,d,r2_train,mse_train,BIC,equation
0,0.5,-0.5,-0.5,-0.5,0.997592041712226,0.00032145393159669337,-24068.80945079179,pi1''+0.99*pi1+0.99*pi3*pi1'=0
