Index,Angle,Porosity,Surface_Area,Permeability_X
3367,360,56.58111572,5052,5.177445
3368,0,62.5,4202,8.055609
3369,10,61.26556396,4260,7.506059
3370,20,60.39733887,4203,7.4775352
3371,30,61.30065918,4255,8.38951
3372,40,61.80419922,4208,8.580233
3373,50,62.90130615,4239,8.765694
3374,60,62.0880127,4337,8.706064
3375,70,62.8616333,4413,9.8517475
3376,80,62.01477051,4287,10.027883
3377,90,62.49084473,4229,10.70796
3378,100,61.31439209,4257,9.562441
3379,110,60.40649414,4203,9.798838
3380,120,61.36627197,4261,9.287438
3381,130,61.79504395,4218,8.059197
3382,140,62.91656494,4223,8.5078
3383,150,62.06665039,4347,8.044383
3384,160,62.87994385,4426,7.7549996
3385,170,62.059021,4284,8.167027
3386,180,62.48779297,4231,8.0476885
3387,190,61.3861084,4261,7.561338
3388,200,60.4309082,4209,7.4611645
3389,210,61.39068604,4255,8.332936
3390,220,61.73400879,4217,8.507803
3391,230,62.86621094,4212,8.747714
3392,240,62.08496094,4350,8.591723
3393,250,62.80212402,4427,9.718286
3394,260,62.11395264,4269,9.953692
3395,270,62.49542236,4204,10.606432
3396,280,61.33880615,4265,9.62173
3397,290,60.42327881,4209,9.827947
3398,300,61.32659912,4249,9.32621
3399,310,61.74163818,4207,8.092439
3400,320,62.85095215,4228,8.638451
3401,330,62.10479736,4340,8.10875
3402,340,62.78381348,4414,7.763908
3403,350,62.07733154,4272,8.1627245
3404,360,62.5,4202,8.055609
3405,0,67.05932617,3674,13.45845
3406,10,65.88592529,3713,13.205124
3407,20,64.60113525,3694,12.818199
3408,30,65.49987793,3747,13.027512
3409,40,66.41387939,3764,13.268054
3410,50,67.628479,3777,13.8166
3411,60,66.796875,3851,13.8338175
3412,70,67.09289551,3909,13.92976
3413,80,66.2399292,3835,13.882033
3414,90,67.09442139,3696,14.627861
3415,100,65.92407227,3703,13.817331
3416,110,64.56298828,3699,12.15936
3417,120,65.51971436,3757,11.870149
3418,130,66.48712158,3759,11.327236
3419,140,67.60406494,3762,12.164054
3420,150,66.77703857,3854,12.144012
3421,160,67.14630127,3919,12.166535
3422,170,66.28875732,3832,12.672385
3423,180,67.07458496,3698,13.303893
3424,190,65.95611572,3711,13.210702
3425,200,64.56604004,3704,12.755627
3426,210,65.51818848,3739,12.913113
3427,220,66.3482666,3769,13.206
3428,230,67.60559082,3754,13.931791
3429,240,66.81671143,3854,13.7910595
3430,250,67.12188721,3917,13.870703
3431,260,66.36962891,3814,13.852319
3432,270,67.03948975,3676,14.599034
3433,280,65.91949463,3722,13.89854
3434,290,64.60571289,3699,12.215675
3435,300,65.49987793,3729,11.847643
3436,310,66.27349854,3774,11.343794
3437,320,67.63000488,3769,12.376055
3438,330,66.83654785,3851,12.266831
3439,340,67.07000732,3907,12.193564
3440,350,66.3269043,3817,12.760923
3441,360,67.05932617,3674,13.45845
3442,0,47.80883789,3982,4.4776597
3443,10,47.87445068,4145,4.451196
3444,20,47.89123535,4090,4.229907
3445,30,46.62017822,4058,4.217471
3446,40,45.6237793,4064,3.4085968
3447,50,45.17364502,4116,3.281334
3448,60,44.76623535,4057,3.0456545
3449,70,45.3414917,4111,3.0716558
3450,80,46.8170166,4075,3.0744877
3451,90,47.83477783,3978,3.2874691
3452,100,47.9019165,4130,3.5076683
3453,110,47.85003662,4097,3.5648038
3454,120,46.59118652,4052,3.6416767
3455,130,45.71075439,4060,3.7816908
3456,140,45.24078369,4108,3.4759464
3457,150,44.78607178,4058,3.7696917
3458,160,45.40557861,4101,3.957886
3459,170,46.92230225,4074,4.069988
3460,180,47.78289795,3990,4.47918
3461,190,47.94921875,4119,4.417141
3462,200,47.94311523,4083,4.222513
3463,210,46.57897949,4070,4.2386813
3464,220,45.72601318,4051,3.307311
3465,230,45.27740479,4099,3.0547662
3466,240,44.79522705,4060,2.8363404
3467,250,45.36743164,4086,2.8621418
3468,260,46.92840576,4056,2.8906085
3469,270,47.75695801,3994,3.111525
3470,280,47.92633057,4134,3.2521894
3471,290,47.98583984,4076,3.3528259
3472,300,46.60797119,4076,3.486593
3473,310,45.64056396,4055,3.6884708
3474,320,45.20721436,4107,3.3557773
3475,330,44.7769165,4057,3.6198845
3476,340,45.30487061,4097,3.9176428
3477,350,46.824646,4057,4.0402193
3478,360,47.80883789,3982,4.4776597
3479,0,52.07214355,3492,8.238206
3480,10,52.07519531,3682,8.060491
3481,20,52.30712891,3720,7.8739047
3482,30,52.05078125,3601,8.068288
3483,40,51.62658691,3621,8.742028
3484,50,50.48217773,3686,9.266468
3485,60,49.38659668,3551,9.361676
3486,70,50.18310547,3607,9.677479
3487,80,51.60064697,3528,9.999776
3488,90,52.14538574,3484,9.619713
3489,100,52.18505859,3659,8.829059
3490,110,52.31781006,3715,8.622366
3491,120,52.05841064,3598,7.7311273
3492,130,51.70440674,3618,7.6486573
3493,140,50.51879883,3676,7.365771
3494,150,49.3927002,3550,7.970816
3495,160,50.20904541,3594,7.6247263
3496,170,51.64642334,3526,7.9337234
3497,180,52.03857422,3496,8.263378
3498,190,52.20031738,3650,8.031229
3499,200,52.41394043,3715,7.89407
3500,210,52.02789307,3613,8.057803
3501,220,51.69677734,3630,8.713777
3502,230,50.55236816,3681,9.285905
3503,240,49.4354248,3568,9.409199
3504,250,50.14953613,3590,9.68659
3505,260,51.62200928,3505,9.965519
3506,270,51.96533203,3504,9.5397415
3507,280,52.09655762,3673,8.6266775
3508,290,52.40631104,3720,8.499379
3509,300,52.02026367,3616,7.7011285
3510,310,51.6204834,3633,7.573612
3511,320,50.51422119,3691,7.2991405
3512,330,49.43084717,3567,7.905286
3513,340,50.12664795,3603,7.560154
3514,350,51.57775879,3510,7.879322
3515,360,52.07214355,3492,8.238206
3516,0,55.76324463,3261,12.666786
3517,10,56.47735596,3247,12.282855
3518,20,57.96356201,3253,11.984423
3519,30,55.92041016,3306,11.107595
3520,40,54.78363037,3362,10.068518
3521,50,54.87823486,3328,10.98929
3522,60,54.06341553,3220,10.800364
3523,70,54.49829102,3278,11.089431
3524,80,55.97076416,3137,11.419283
3525,90,55.77697754,3258,11.505304
3526,100,56.53381348,3220,12.126667
3527,110,57.90405273,3254,12.822424
3528,120,55.85327148,3309,12.04266
3529,130,54.82177734,3365,12.270911
3530,140,54.98657227,3312,12.664442
3531,150,54.03442383,3224,13.770551
3532,160,54.4418335,3277,11.796067
3533,170,55.96313477,3136,13.476726
3534,180,55.66101074,3270,12.841271
3535,190,56.46057129,3211,12.425945
3536,200,57.92999268,3256,12.153235
3537,210,55.82885742,3324,11.2363825
3538,220,54.85534668,3367,10.234291
3539,230,55.07507324,3317,11.200524
3540,240,54.04968262,3224,10.867873
3541,250,54.42657471,3277,11.227635
3542,260,55.93109131,3128,11.466433
3543,270,55.64880371,3273,11.570149
3544,280,56.40563965,3238,12.196861
3545,290,57.98797607,3255,12.897932
3546,300,55.89599609,3321,12.124665
3547,310,54.81719971,3364,12.309314
3548,320,54.96520996,3333,12.589211
3549,330,54.08172607,3218,13.8113165
3550,340,54.48303223,3278,11.668851
3551,350,55.94177246,3130,13.329891
3552,360,55.76324463,3261,12.666786
3553,0,47.09777832,3416,5.613414
3554,10,47.18322754,3460,4.98354
3555,20,46.89025879,3435,5.1155167
3556,30,47.01385498,3474,6.5225954
3557,40,47.49450684,3556,7.060465
3558,50,45.55511475,3380,7.4620476
3559,60,45.7824707,3395,7.501297
3560,70,47.09777832,3510,7.499094
3561,80,47.03674316,3430,7.2206326
3562,90,47.06573486,3410,7.2551966
3563,100,47.14813232,3438,6.539555
3564,110,46.94366455,3417,6.7289114
3565,120,46.9329834,3486,7.3631463
3566,130,47.5402832,3545,7.685501
3567,140,45.64208984,3383,7.0778275
3568,150,45.76721191,3405,7.172078
3569,160,47.06726074,3511,6.7627106
3570,170,46.96655273,3435,6.6934404
3571,180,46.91925049,3416,5.6898875
3572,190,47.11151123,3437,5.225455
3573,200,47.01538086,3425,5.411531
3574,210,46.81854248,3464,6.5118074
3575,220,47.46704102,3541,6.999809
3576,230,45.56427002,3381,7.3571677
3577,240,45.61767578,3418,7.49374
3578,250,47.12371826,3514,7.4055967
3579,260,46.8963623,3431,7.1259665
3580,270,46.94976807,3422,7.256002
3581,280,47.14813232,3460,6.5943747
3582,290,46.96044922,3441,6.715749
3583,300,46.90093994,3452,7.4096518
3584,310,47.42126465,3552,7.711645
3585,320,45.47729492,3378,6.9306803
3586,330,45.63446045,3408,6.861786
3587,340,47.15576172,3513,6.5615797
3588,350,46.96655273,3426,6.664954
3589,360,47.09777832,3416,5.613414
3590,0,52.27508545,2906,10.311994
3591,10,51.77612305,2942,9.152386
3592,20,50.5355835,2968,9.239659
3593,30,50.45471191,3027,8.997929
3594,40,50.31738281,3171,8.93182
3595,50,48.21777344,3083,9.027096
3596,60,48.87542725,3085,8.765459
3597,70,50.50354004,3148,8.640867
3598,80,50.90484619,3003,7.785994
3599,90,52.23693848,2899,7.860467
3600,100,51.72729492,2919,8.457987
3601,110,50.59204102,2954,8.001112
3602,120,50.45471191,3032,8.044308
3603,130,50.38299561,3160,8.284392
3604,140,48.3215332,3084,8.078422
3605,150,48.90441895,3087,8.564411
3606,160,50.49591064,3159,8.356622
3607,170,50.84533691,3008,9.544596
3608,180,52.0111084,2911,10.208089
3609,190,51.68304443,2919,9.036937
3610,200,50.60424805,2968,9.204743
3611,210,50.3036499,3051,8.811751
3612,220,50.25939941,3163,8.973258
3613,230,48.23760986,3085,9.082698
3614,240,48.72894287,3101,8.838689
3615,250,50.55847168,3162,8.632006
3616,260,50.75073242,3013,7.76535
3617,270,52.04620361,2918,7.870128
3618,280,51.73339844,2941,8.599874
3619,290,50.54626465,2980,7.781021
3620,300,50.30517578,3046,7.945047
3621,310,50.1953125,3174,8.147131
3622,320,48.1338501,3084,7.8865695
3623,330,48.70147705,3099,8.284893
3624,340,50.56762695,3151,8.247627
3625,350,50.81481934,3008,9.613331
3626,360,52.27508545,2906,10.311994
3627,0,56.0333252,2548,21.632368
3628,10,55.32684326,2664,17.711796
3629,20,54.30450439,2643,18.025126
3630,30,54.71801758,2679,18.010157
3631,40,55.14678955,2745,18.694239
3632,50,52.99224854,2678,19.857727
3633,60,53.09143066,2682,20.25425
3634,70,54.4052124,2770,19.522245
3635,80,54.75006104,2674,18.837692
3636,90,56.00280762,2540,19.025383
3637,100,55.27648926,2641,19.278692
3638,110,54.36096191,2629,20.109093
3639,120,54.71801758,2684,20.113447
3640,130,55.29174805,2731,19.07048
3641,140,53.05938721,2681,17.036663
3642,150,53.08074951,2693,17.253716
3643,160,54.38995361,2783,16.281769
3644,170,54.68902588,2678,18.468462
3645,180,55.79376221,2551,21.5137
3646,190,55.25054932,2641,17.781055
3647,200,54.33959961,2646,18.018734
3648,210,54.54711914,2687,17.79111
3649,220,55.18493652,2733,18.845854
3650,230,52.97546387,2682,19.86924
3651,240,52.91137695,2699,20.155104
3652,250,54.45251465,2787,19.395046
3653,260,54.59136963,2683,18.875448
3654,270,55.82275391,2559,19.044416
3655,280,55.30090332,2664,19.389925
3656,290,54.28161621,2658,19.824608
3657,300,54.54864502,2682,20.07491
3658,310,55.04150391,2747,18.922335
3659,320,52.9083252,2679,17.00985
3660,330,52.92358398,2688,17.208086
3661,340,54.46777344,2774,15.9810915
3662,350,54.66003418,2679,18.358063
3663,360,56.0333252,2548,21.632368
3664,0,47.21069336,3317,6.6843233
3665,10,46.60644531,3524,6.212344
3666,20,46.52862549,3537,6.169283
3667,30,45.77789307,3352,6.9428196
3668,40,46.7010498,3337,6.7538
3669,50,47.55706787,3327,6.899789
3670,60,47.89123535,3421,6.7876816
3671,70,46.82159424,3437,6.739872
3672,80,47.23815918,3451,7.147976
3673,90,47.19390869,3336,6.615614
3674,100,46.61407471,3520,5.504188
3675,110,46.48284912,3535,4.671444
3676,120,45.79925537,3325,3.0483599
3677,130,46.73461914,3341,4.2852945
3678,140,47.52197266,3334,6.701374
3679,150,47.996521,3413,7.4736004
3680,160,46.925354,3453,6.2405205
3681,170,47.32818604,3466,6.3512497
3682,180,47.19238281,3342,6.4051814
3683,190,46.58508301,3519,6.110804
3684,200,46.51641846,3538,6.1423225
3685,210,45.88012695,3320,7.0419116
3686,220,46.73919678,3328,6.6956325
3687,230,47.45330811,3322,6.71896
3688,240,47.96600342,3400,6.6273203
3689,250,46.96807861,3444,6.626009
3690,260,47.34344482,3478,6.955351
3691,270,47.20916748,3323,6.3574805
3692,280,46.58660889,3523,5.2402306
3693,290,46.56219482,3540,4.2822776
3694,300,45.86029053,3347,2.4616368
3695,310,46.70410156,3324,3.5190158
3696,320,47.48535156,3315,6.4059987
3697,330,47.85919189,3408,7.5002484
3698,340,46.86584473,3429,6.614504
3699,350,47.25189209,3461,6.5918365
3700,360,47.21069336,3317,6.6843233
3701,0,50.15106201,3087,13.2552805
3702,10,49.28283691,3265,12.136544
3703,20,49.77111816,3266,10.713644
3704,30,50.51116943,3023,11.576804
3705,40,52.52380371,2908,12.317461
3706,50,53.40576172,2883,12.345282
3707,60,52.34375,3056,10.201089
3708,70,50.32501221,3112,9.206625
3709,80,50.3036499,3164,7.8357096
3710,90,50.12359619,3084,8.591513
3711,100,49.23248291,3261,8.462351
3712,110,49.65820313,3265,8.64881
3713,120,50.4989624,2994,12.732697
3714,130,52.49481201,2910,15.414686
3715,140,53.30963135,2890,17.171202
3716,150,52.34222412,3051,16.452045
3717,160,50.38452148,3129,16.13309
3718,170,50.35247803,3187,13.850446
3719,180,50.09613037,3098,13.16968
3720,190,49.16534424,3266,12.101004
3721,200,49.66430664,3258,10.625026
3722,210,50.51422119,2990,11.373048
3723,220,52.4597168,2894,12.32181
3724,230,53.24401855,2892,12.239029
3725,240,52.29797363,3039,10.393586
3726,250,50.43029785,3125,9.11828
3727,260,50.40740967,3200,7.632856
3728,270,50.12359619,3101,8.295904
3729,280,49.22637939,3270,8.171222
3730,290,49.78027344,3259,8.638708
3731,300,50.52947998,3019,13.30019
3732,310,52.48718262,2892,15.505579
3733,320,53.33862305,2885,17.245958
3734,330,52.29797363,3044,16.567657
3735,340,50.37231445,3109,16.339228
3736,350,50.3616333,3175,14.028105
3737,360,50.15106201,3087,13.2552805
3738,0,54.70123291,2767,23.42709
3739,10,53.85437012,2880,22.122229
3740,20,54.78210449,2825,20.044903
3741,30,54.87060547,2627,19.934326
3742,40,56.18896484,2489,21.520077
3743,50,57.16705322,2618,23.066538
3744,60,56.79473877,2812,22.029325
3745,70,55.28564453,2700,17.084047
3746,80,54.99420166,2785,17.361565
3747,90,54.67376709,2764,17.54219
3748,100,53.79333496,2882,16.846811
3749,110,54.69207764,2826,17.085794
3750,120,54.88739014,2597,19.238142
3751,130,56.12945557,2492,20.469727
3752,140,57.06939697,2623,21.802681
3753,150,56.75811768,2809,20.394585
3754,160,55.39245605,2716,19.844315
3755,170,55.04302979,2808,17.273233
3756,180,54.65240479,2774,23.535944
3757,190,53.72161865,2890,22.21422
3758,200,54.68597412,2832,20.34611
3759,210,54.94384766,2592,20.297195
3760,220,56.15234375,2475,22.123573
3761,230,56.95037842,2613,23.076654
3762,240,56.73370361,2800,22.195635
3763,250,55.50079346,2709,17.263699
3764,260,55.12084961,2817,17.173784
3765,270,54.67987061,2777,17.38158
3766,280,53.79333496,2888,16.722616
3767,290,54.77600098,2831,16.87842
3768,300,54.93011475,2622,19.455927
3769,310,56.21185303,2472,20.73882
3770,320,57.04956055,2608,22.117577
3771,330,56.77185059,2803,20.741335
3772,340,55.39550781,2694,19.975046
3773,350,55.07354736,2792,17.767101
3774,360,54.70123291,2767,23.42709
3775,0,40.63568115,2425,8.350363
3776,10,40.17333984,2369,3.9850736
3777,20,39.0838623,2317,3.8204856
3778,30,39.03961182,2383,6.946968
3779,40,40.09857178,2353,11.94527
3780,50,40.00854492,2428,17.21478
3781,60,38.72375488,2486,19.372452
3782,70,40.31524658,2494,20.101856
3783,80,40.98968506,2491,20.252546
3784,90,40.7913208,2415,21.10716
3785,100,40.27862549,2371,21.732498
3786,110,39.21966553,2316,21.681221
3787,120,39.1998291,2385,20.738855
3788,130,40.2130127,2350,19.462889
3789,140,40.0177002,2431,17.241201
3790,150,38.70391846,2474,16.100721
3791,160,40.37628174,2488,15.322623
3792,170,41.11633301,2489,13.654994
3793,180,40.84472656,2415,8.054294
3794,190,40.32440186,2372,4.17277
3795,200,39.29443359,2307,3.8929782
3796,210,39.24713135,2383,7.084106
3797,220,40.15960693,2346,11.27203
3798,230,39.99023438,2430,17.15753
3799,240,38.67797852,2468,19.473213
3800,250,40.32440186,2473,20.306778
3801,260,40.9942627,2492,20.320454
3802,270,40.68908691,2425,21.217823
3803,280,40.21759033,2370,21.919483
3804,290,39.15710449,2309,22.055103
3805,300,39.08691406,2380,21.059975
3806,310,40.04364014,2349,19.81925
3807,320,39.97955322,2427,17.493902
3808,330,38.69781494,2480,16.268847
3809,340,40.2633667,2479,15.434269
3810,350,40.8706665,2496,13.457989
3811,360,40.63568115,2425,8.350363
3812,0,44.50531006,2219,33.38705
3813,10,43.58520508,2240,32.348038
3814,20,42.21038818,2239,31.76611
3815,30,41.96777344,2291,24.04034
3816,40,42.7947998,2254,21.034292
3817,50,42.578125,2329,18.821968
3818,60,41.32080078,2386,12.829359
3819,70,43.7713623,2328,11.242181
3820,80,44.9508667,2258,9.270618
3821,90,44.581604,2218,9.787754
3822,100,43.69049072,2242,9.701399
3823,110,42.34619141,2238,9.801734
3824,120,42.12799072,2293,9.69183
3825,130,42.9107666,2251,9.590531
3826,140,42.58728027,2332,9.318411
3827,150,41.29486084,2387,9.663612
3828,160,43.76983643,2325,25.386078
3829,170,45.05767822,2257,34.737556
3830,180,44.67468262,2216,33.321274
3831,190,43.80950928,2239,32.4457
3832,200,42.40264893,2229,31.527283
3833,210,42.13867188,2291,23.891842
3834,220,42.80700684,2245,20.917173
3835,230,42.50793457,2329,18.100405
3836,240,41.22772217,2380,12.902654
3837,250,43.6920166,2308,11.014596
3838,260,45.02563477,2256,9.320212
3839,270,44.59991455,2217,9.854895
3840,280,43.70269775,2237,9.788209
3841,290,42.2668457,2230,9.923965
3842,300,41.97845459,2288,9.845002
3843,310,42.68951416,2248,9.764749
3844,320,42.49725342,2326,9.400241
3845,330,41.25366211,2379,9.812382
3846,340,43.6920166,2311,26.202215
3847,350,44.92340088,2259,34.74699
3848,360,44.50531006,2219,33.38705
3849,0,53.50036621,2211,43.310905
3850,10,52.05230713,2150,34.352425
3851,20,50.61950684,2148,29.65756
3852,30,50.45928955,2212,24.53035
3853,40,50.76446533,2193,22.977285
3854,50,49.70397949,2236,25.654413
3855,60,48.9944458,2286,26.707987
3856,70,52.84729004,2300,26.166897
3857,80,54.36248779,2293,26.64879
3858,90,53.58428955,2216,27.45517
3859,100,52.23999023,2155,26.82791
3860,110,50.81634521,2149,25.960016
3861,120,50.62561035,2220,26.235123
3862,130,50.93536377,2190,26.055605
3863,140,49.82452393,2237,22.57724
3864,150,49.12719727,2284,20.714064
3865,160,52.91137695,2306,35.700512
3866,170,54.42199707,2295,44.208633
3867,180,53.6895752,2212,43.200317
3868,190,52.4307251,2150,34.90537
3869,200,50.91400146,2140,29.235868
3870,210,50.6362915,2218,24.129055
3871,220,50.831604,2184,22.722832
3872,230,49.74365234,2234,25.430168
3873,240,49.09057617,2278,26.658236
3874,250,52.89306641,2302,26.217178
3875,260,54.42199707,2290,26.62219
3876,270,53.60717773,2207,27.524466
3877,280,52.24304199,2145,26.607386
3878,290,50.71716309,2139,26.178743
3879,300,50.4699707,2209,26.441927
3880,310,50.65917969,2187,26.316294
3881,320,49.62158203,2233,22.597536
3882,330,48.95935059,2280,21.023722
3883,340,52.82745361,2296,36.48655
3884,350,54.36401367,2290,44.338356
3885,360,53.50036621,2211,43.310905
3886,0,55.51452637,5204,4.8926024
3887,10,54.35180664,5265,4.425192
3888,20,54.17938232,5225,4.189904
3889,30,54.77905273,5178,4.175317
3890,40,55.06744385,5139,3.8441875
3891,50,56.54602051,5156,3.5369852
3892,60,55.38635254,5244,3.4316607
3893,70,55.74035645,5371,3.5567226
3894,80,54.97283936,5216,3.97232
3895,90,55.43823242,5229,4.2006106
3896,100,54.3548584,5263,4.2621675
3897,110,54.14123535,5229,4.5445943
3898,120,54.78820801,5180,4.6892767
3899,130,55.08270264,5138,4.5663843
3900,140,56.61010742,5142,4.8073344
3901,150,55.37261963,5250,4.5746636
3902,160,55.78460693,5379,4.8676605
3903,170,55.01251221,5206,4.8316846
3904,180,55.38635254,5238,4.8183427
3905,190,54.41436768,5265,4.4245777
3906,200,54.08325195,5243,4.1449685
3907,210,54.81719971,5168,4.170307
3908,220,55.04760742,5133,3.801815
3909,230,56.56280518,5138,3.4605494
3910,240,55.40313721,5253,3.3767378
3911,250,55.75256348,5375,3.4332316
3912,260,55.13305664,5193,3.9508078
3913,270,55.46417236,5213,4.120328
3914,280,54.4128418,5268,4.1954446
3915,290,54.1229248,5239,4.5197215
3916,300,54.80957031,5166,4.6907086
3917,310,55.02929688,5134,4.5494494
3918,320,56.49719238,5154,4.777101
3919,330,55.41534424,5247,4.6099005
3920,340,55.70831299,5368,4.894495
3921,350,55.10101318,5203,4.903481
3922,360,55.51452637,5204,4.8926024
3923,0,62.1673584,4274,8.013849
3924,10,60.96191406,4332,7.4654274
3925,20,60.13793945,4271,7.4399977
3926,30,61.01989746,4324,8.370211
3927,40,61.48223877,4276,8.538744
3928,50,62.6159668,4307,8.669673
3929,60,61.77215576,4407,8.566714
3930,70,62.53051758,4488,9.597005
3931,80,61.68060303,4361,9.6224
3932,90,62.15820313,4301,10.0606165
3933,100,60.9954834,4331,9.257186
3934,110,60.12878418,4273,9.624102
3935,120,61.07025146,4330,9.162067
3936,130,61.4730835,4286,7.9615107
3937,140,62.63122559,4291,8.469503
3938,150,61.75079346,4417,8.026336
3939,160,62.54882813,4501,7.7022395
3940,170,61.72485352,4358,8.096286
3941,180,62.15515137,4303,8.005933
3942,190,61.06719971,4335,7.5302067
3943,200,60.15319824,4279,7.429715
3944,210,61.09466553,4324,8.322181
3945,220,61.42578125,4285,8.468078
3946,230,62.59918213,4278,8.658433
3947,240,61.78283691,4419,8.466417
3948,250,62.4710083,4502,9.48036
3949,260,61.77978516,4343,9.548359
3950,270,62.16278076,4276,9.951573
3951,280,61.03515625,4337,9.298306
3952,290,60.16387939,4277,9.6649685
3953,300,61.0458374,4318,9.208546
3954,310,61.43341064,4275,8.00333
3955,320,62.58392334,4294,8.595482
3956,330,61.80267334,4409,8.086375
3957,340,62.45269775,4489,7.7064867
3958,350,61.74468994,4346,8.087411
3959,360,62.1673584,4274,8.013849
3960,0,66.74957275,3747,13.237061
3961,10,65.71960449,3749,13.106468
3962,20,64.43481445,3731,12.761261
3963,30,65.33660889,3783,12.968855
3964,40,66.24908447,3799,13.194547
3965,50,67.45910645,3811,13.742262
3966,60,66.63208008,3887,13.724403
3967,70,66.92352295,3945,13.739084
3968,80,66.07513428,3872,13.680721
3969,90,66.76483154,3771,14.422942
3970,100,65.75775146,3739,13.548507
3971,110,64.39666748,3736,11.867115
3972,120,65.35644531,3793,11.594548
3973,130,66.32232666,3794,11.038364
3974,140,67.43469238,3796,11.897028
3975,150,66.61224365,3890,11.933194
3976,160,66.97692871,3955,11.973007
3977,170,66.1239624,3869,12.493195
3978,180,66.75872803,3771,13.112028
3979,190,65.78979492,3747,13.112569
3980,200,64.39971924,3741,12.700691
3981,210,65.35491943,3775,12.855613
3982,220,66.18347168,3804,13.137909
3983,230,67.43621826,3788,13.855594
3984,240,66.6519165,3890,13.686148
3985,250,66.95251465,3953,13.68714
3986,260,66.20483398,3851,13.650454
3987,270,66.74194336,3747,14.396152
3988,280,65.75317383,3758,13.632016
3989,290,64.43939209,3736,11.931456
3990,300,65.33660889,3765,11.577105
3991,310,66.10717773,3809,11.063623
3992,320,67.46063232,3803,12.101259
3993,330,66.67175293,3887,12.05426
3994,340,66.90063477,3943,11.999859
3995,350,66.16210938,3854,12.580826
3996,360,66.74957275,3747,13.237061
3997,0,46.44012451,4188,3.9435775
3998,10,46.35772705,4362,3.8212473
3999,20,46.45996094,4304,3.6542659
4000,30,45.63446045,4256,4.039248
4001,40,44.43969727,4248,3.2204785
4002,50,44.02770996,4297,3.0860045
4003,60,43.93615723,4221,2.9453897
4004,70,44.30999756,4271,2.9264343
4005,80,45.6741333,4237,2.9560733
4006,90,46.49200439,4182,3.1498964
4007,100,46.38519287,4347,3.2878695
4008,110,46.41876221,4311,3.4585156
4009,120,45.60546875,4250,3.3471286
4010,130,44.52667236,4244,3.3053124
4011,140,44.11621094,4289,3.135969
4012,150,43.97277832,4212,3.376917
4013,160,44.37408447,4261,3.5129318
4014,170,45.77941895,4236,3.5805058
4015,180,46.44012451,4194,3.9442532
4016,190,46.43249512,4336,3.760526
4017,200,46.51641846,4298,3.5875437
4018,210,45.63293457,4272,4.05592
4019,220,44.56176758,4230,3.0668833
4020,230,44.17114258,4276,2.8615105
4021,240,44.00787354,4211,2.7300029
4022,250,44.36340332,4244,2.7096083
4023,260,45.78552246,4218,2.7660642
4024,270,46.38824463,4200,2.969823
4025,280,46.40960693,4351,3.0428357
4026,290,46.55914307,4291,3.258381
4027,300,45.66192627,4278,3.1968005
4028,310,44.47631836,4234,3.181561
4029,320,44.07958984,4284,3.024484
4030,330,43.97277832,4218,3.2590928
4031,340,44.30084229,4255,3.4838493
4032,350,45.6817627,4219,3.5513685
4033,360,46.44012451,4188,3.9435775
4034,0,51.55639648,3582,7.699137
4035,10,51.39923096,3785,7.6296015
4036,20,51.65252686,3851,7.543689
4037,30,51.32598877,3711,7.9555244
4038,40,50.78582764,3730,8.091347
4039,50,49.63684082,3795,8.563262
4040,60,48.66790771,3660,9.04154
4041,70,49.75738525,3692,9.444897
4042,80,51.22070313,3582,9.777913
4043,90,51.65252686,3572,9.273578
4044,100,51.50909424,3762,8.370186
4045,110,51.66320801,3846,8.106438
4046,120,51.33361816,3708,7.0498805
4047,130,50.86364746,3727,6.796417
4048,140,49.67346191,3785,6.710072
4049,150,48.70300293,3657,7.218467
4050,160,49.8046875,3671,6.914406
4051,170,51.26647949,3580,7.3114605
4052,180,51.54571533,3584,7.69573
4053,190,51.52435303,3753,7.569897
4054,200,51.75933838,3839,7.5359445
4055,210,51.33209229,3721,7.9480844
4056,220,50.85601807,3739,8.047234
4057,230,49.70703125,3790,8.583583
4058,240,48.74572754,3675,9.060085
4059,250,49.74517822,3667,9.466498
4060,260,51.24206543,3559,9.743105
4061,270,51.44958496,3594,9.206618
4062,280,51.42059326,3776,8.206341
4063,290,51.75170898,3844,8.0266075
4064,300,51.32446289,3724,7.0395145
4065,310,50.77972412,3742,6.739801
4066,320,49.66888428,3800,6.680406
4067,330,48.7121582,3676,7.190318
4068,340,49.70092773,3688,6.886502
4069,350,51.19781494,3564,7.27282
4070,360,51.55639648,3582,7.699137
4071,0,55.53436279,3307,12.673376
4072,10,56.09893799,3301,12.325982
4073,20,57.62481689,3306,12.018742
4074,30,55.91125488,3318,11.103346
4075,40,54.78363037,3362,10.068518
4076,50,54.87823486,3328,10.98929
4077,60,54.06341553,3220,10.800364
4078,70,54.49829102,3278,11.089431
4079,80,55.97076416,3137,11.419283
4080,90,55.57403564,3302,11.447428
4081,100,56.15539551,3274,11.750659
4082,110,57.56530762,3307,12.780328
4083,120,55.84411621,3321,12.043323
4084,130,54.82177734,3365,12.270911
4085,140,54.98657227,3312,12.664442
4086,150,54.03442383,3224,13.770551
4087,160,54.4418335,3277,11.796067
4088,170,55.96313477,3136,13.476726
4089,180,55.45806885,3314,12.845456
4090,190,56.08215332,3265,12.457642
4091,200,57.57141113,3311,12.182663
4092,210,55.80444336,3346,11.224979
4093,220,54.85534668,3367,10.234291
