Index,Angle,Porosity,Surface_Area,Permeability_X
1403,330,58.09326172,4165,7.347301
1404,340,58.88519287,4182,6.767826
1405,350,58.74786377,4251,6.8715286
1406,360,57.81707764,4116,7.068033
1407,0,65.2923584,3488,14.750353
1408,10,65.95458984,3572,14.3965225
1409,20,66.14990234,3618,13.795586
1410,30,65.02838135,3614,13.54877
1411,40,65.58227539,3512,13.922169
1412,50,64.98260498,3515,13.184327
1413,60,64.81170654,3601,12.670501
1414,70,65.39611816,3586,12.651111
1415,80,65.57922363,3632,14.081573
1416,90,65.21453857,3498,14.653179
1417,100,66.0446167,3570,14.217059
1418,110,66.07818604,3612,14.164102
1419,120,64.99023438,3616,13.863308
1420,130,65.61279297,3529,13.601892
1421,140,65.01617432,3526,12.957195
1422,150,64.87121582,3585,13.097529
1423,160,65.26641846,3606,12.742572
1424,170,65.60974121,3662,14.213777
1425,180,65.28015137,3512,14.684101
1426,190,66.04156494,3563,14.348604
1427,200,66.07513428,3615,13.75641
1428,210,65.02227783,3613,13.706483
1429,220,65.625,3520,13.884768
1430,230,64.92767334,3531,13.275598
1431,240,64.83306885,3594,12.798047
1432,250,65.3503418,3604,12.652936
1433,260,65.59448242,3681,13.976498
1434,270,65.35644531,3502,14.540106
1435,280,65.95306396,3565,14.203795
1436,290,66.14837646,3621,14.31121
1437,300,65.0604248,3611,14.00339
1438,310,65.59448242,3503,13.7074795
1439,320,64.89105225,3520,12.931516
1440,330,64.77508545,3610,13.108067
1441,340,65.48156738,3584,12.810752
1442,350,65.56396484,3649,14.198315
1443,360,65.2923584,3488,14.750353
1444,0,53.66363525,3515,7.0528326
1445,10,52.18200684,3671,7.1084576
1446,20,51.25732422,3684,7.5175757
1447,30,51.73950195,3669,7.7229075
1448,40,52.25524902,3662,8.223606
1449,50,52.50701904,3656,7.8122387
1450,60,51.04675293,3667,6.6465926
1451,70,52.29797363,3653,7.2467346
1452,80,53.01208496,3628,8.504415
1453,90,53.6895752,3528,9.020145
1454,100,52.10876465,3669,10.213106
1455,110,51.30004883,3687,10.1017065
1456,120,51.75018311,3674,9.673045
1457,130,52.24304199,3664,6.9405866
1458,140,52.4017334,3668,7.210384
1459,150,51.11541748,3683,6.9799166
1460,160,52.30407715,3681,7.240041
1461,170,52.95715332,3632,7.26104
1462,180,53.53851318,3537,7.153944
1463,190,52.01416016,3676,7.2854414
1464,200,51.33361816,3696,7.6811547
1465,210,51.74865723,3657,7.8582077
1466,220,52.34832764,3676,8.359333
1467,230,52.41088867,3664,7.936934
1468,240,51.03912354,3679,6.9549747
1469,250,52.23388672,3675,7.531981
1470,260,52.94036865,3631,8.535847
1471,270,53.50952148,3524,8.97142
1472,280,52.0904541,3678,10.166044
1473,290,51.28479004,3692,9.874045
1474,300,51.73797607,3652,9.776171
1475,310,52.36206055,3673,6.905103
1476,320,52.51617432,3652,7.0573134
1477,330,50.96893311,3663,6.795719
1478,340,52.22625732,3647,7.1112094
1479,350,52.99682617,3627,7.1823716
1480,360,53.66363525,3515,7.0528326
1481,0,54.71343994,3334,7.0370398
1482,10,52.87780762,3563,6.865062
1483,20,52.33306885,3528,7.775371
1484,30,52.63214111,3623,7.8960447
1485,40,53.56445313,3559,9.152342
1486,50,53.90930176,3453,11.525631
1487,60,52.4230957,3429,11.716183
1488,70,53.84521484,3388,12.462404
1489,80,54.91638184,3426,12.272002
1490,90,54.80194092,3319,11.57078
1491,100,52.89764404,3554,11.146419
1492,110,52.39257813,3531,9.655054
1493,120,52.64282227,3628,9.276598
1494,130,53.52478027,3560,7.427696
1495,140,53.8482666,3464,7.1603146
1496,150,52.57873535,3441,6.8910966
1497,160,53.79943848,3407,7.088019
1498,170,54.81414795,3430,6.715402
1499,180,54.64019775,3330,7.0692883
1500,190,52.84729004,3557,6.981937
1501,200,52.47192383,3544,7.880774
1502,210,52.6260376,3604,7.936961
1503,220,53.53546143,3578,9.365306
1504,230,53.80554199,3463,11.50766
1505,240,52.47039795,3443,11.718165
1506,250,53.70941162,3411,12.563663
1507,260,54.74090576,3433,12.396618
1508,270,54.55169678,3345,11.443317
1509,280,52.83050537,3566,11.233718
1510,290,52.40783691,3540,9.474614
1511,300,52.61535645,3599,9.333581
1512,310,53.57513428,3576,7.3348765
1513,320,53.86810303,3452,6.9645586
1514,330,52.31323242,3431,6.681863
1515,340,53.75061035,3392,6.977453
1516,350,54.84771729,3430,6.762724
1517,360,54.71343994,3334,7.0370398
1518,0,61.2197876,3141,15.216732
1519,10,60.98022461,3202,15.442872
1520,20,60.77270508,3135,14.864447
1521,30,60.12878418,3194,14.202045
1522,40,59.86022949,3142,17.500624
1523,50,58.644104,3181,18.20394
1524,60,57.71331787,3233,14.36166
1525,70,58.94165039,3210,13.865103
1526,80,60.39733887,3200,14.647837
1527,90,61.32049561,3129,14.246115
1528,100,60.94970703,3200,13.901993
1529,110,60.78796387,3136,14.008644
1530,120,60.17150879,3187,14.134852
1531,130,59.80682373,3145,12.840299
1532,140,58.60137939,3192,12.161769
1533,150,57.88879395,3236,11.533437
1534,160,59.00268555,3227,13.081195
1535,170,60.34240723,3206,13.675209
1536,180,61.16790771,3138,15.35621
1537,190,60.86425781,3201,15.494734
1538,200,60.82305908,3139,14.9101095
1539,210,60.19134521,3174,14.259907
1540,220,59.85107422,3160,17.493013
1541,230,58.54492188,3192,18.069668
1542,240,57.73925781,3239,14.619381
1543,250,58.88366699,3232,13.80272
1544,260,60.19897461,3209,14.428105
1545,270,61.06567383,3150,14.00081
1546,280,60.89630127,3203,14.038086
1547,290,60.80627441,3138,13.836773
1548,300,60.15014648,3181,14.18189
1549,310,59.90447998,3156,12.731646
1550,320,58.58764648,3181,11.915162
1551,330,57.56225586,3236,11.41822
1552,340,58.81500244,3215,12.982601
1553,350,60.25543213,3204,13.5233135
1554,360,61.2197876,3141,15.216732
1555,0,44.77996826,3160,4.9385366
1556,10,45.10650635,3153,5.2432075
1557,20,44.58770752,3045,5.1464667
1558,30,45.64056396,3012,5.6765094
1559,40,46.22802734,2808,5.156453
1560,50,43.94226074,2960,4.4565053
1561,60,43.45855713,3067,4.95545
1562,70,44.41986084,3181,4.664009
1563,80,45.18432617,3142,4.722425
1564,90,44.79064941,3152,4.238845
1565,100,45.14160156,3170,4.3693147
1566,110,44.58465576,3046,3.3299427
1567,120,45.75500488,3009,3.2088275
1568,130,46.29516602,2788,4.704366
1569,140,43.87359619,2933,5.1151443
1570,150,43.39904785,3062,4.4054403
1571,160,44.42901611,3183,4.2324944
1572,170,45.19348145,3147,4.5367384
1573,180,44.79064941,3151,4.748841
1574,190,45.1461792,3159,5.1180735
1575,200,44.51141357,3051,5.0540466
1576,210,45.66040039,3015,5.608026
1577,220,46.1807251,2807,5.1267653
1578,230,43.75610352,2937,4.479656
1579,240,43.3303833,3058,5.058124
1580,250,44.5098877,3171,4.7710133
1581,260,45.21636963,3153,4.8609796
1582,270,44.77996826,3159,4.4088326
1583,280,45.11566162,3142,4.4576964
1584,290,44.51141357,3050,3.3579836
1585,300,45.54443359,3018,3.0619805
1586,310,46.11206055,2827,4.6741595
1587,320,43.82476807,2963,5.2059727
1588,330,43.39141846,3063,4.5659304
1589,340,44.49768066,3169,4.433013
1590,350,45.21331787,3150,4.7006073
1591,360,44.77996826,3160,4.9385366
1592,0,47.93395996,2878,10.003901
1593,10,48.1048584,2937,9.060169
1594,20,47.52044678,2874,8.502536
1595,30,48.32305908,2860,12.416667
1596,40,48.86627197,2668,11.254997
1597,50,47.50518799,2750,8.056664
1598,60,47.56317139,2830,6.053319
1599,70,48.76098633,2906,5.595446
1600,80,48.71368408,2863,5.1188006
1601,90,47.83782959,2878,5.09698
1602,100,48.08349609,2960,5.533402
1603,110,47.5402832,2873,4.618624
1604,120,48.43444824,2857,4.4345064
1605,130,48.92425537,2646,7.3029866
1606,140,47.34649658,2735,7.8962383
1607,150,47.45483398,2799,8.768349
1608,160,48.78997803,2906,9.328549
1609,170,48.7411499,2866,9.750106
1610,180,47.87597656,2877,10.036348
1611,190,48.08807373,2949,8.96696
1612,200,47.46856689,2878,8.46506
1613,210,48.33984375,2863,12.764296
1614,220,48.80981445,2665,11.059695
1615,230,47.21679688,2739,8.501161
1616,240,47.39379883,2803,6.308089
1617,250,48.89068604,2900,5.6289883
1618,260,48.82354736,2885,5.1772814
1619,270,47.97210693,2877,5.1687894
1620,280,48.11401367,2926,5.5620785
1621,290,47.44415283,2879,4.5397534
1622,300,48.22692871,2866,4.2200074
1623,310,48.75030518,2687,7.1039557
1624,320,47.3739624,2754,7.9285474
1625,330,47.50213623,2834,8.75704
1626,340,48.86016846,2900,9.341564
1627,350,48.80065918,2884,9.616404
1628,360,47.93395996,2878,10.003901
1629,0,53.89709473,2546,20.346264
1630,10,53.34014893,2614,17.574701
1631,20,51.35345459,2581,13.965079
1632,30,51.07421875,2587,15.461712
1633,40,51.99279785,2405,16.79914
1634,50,51.44958496,2462,17.097992
1635,60,52.25524902,2484,17.51989
1636,70,54.78515625,2527,18.972486
1637,80,54.95605469,2447,18.018358
1638,90,53.80096436,2546,18.273804
1639,100,53.31878662,2637,15.972665
1640,110,51.37329102,2580,12.069427
1641,120,51.15814209,2584,12.591639
1642,130,52.03704834,2381,12.9936905
1643,140,51.30767822,2446,12.91151
1644,150,52.16064453,2480,17.722832
1645,160,54.83093262,2524,19.00696
1646,170,55.00335693,2449,19.771751
1647,180,53.80249023,2547,20.27156
1648,190,53.32183838,2624,17.038544
1649,200,51.28326416,2584,13.768762
1650,210,51.01013184,2589,15.310971
1651,220,51.93786621,2399,16.697784
1652,230,51.19171143,2449,17.183027
1653,240,52.11791992,2483,17.56948
1654,250,54.97589111,2518,19.004158
1655,260,55.13153076,2481,18.069082
1656,270,53.89862061,2547,18.383749
1657,280,53.34777832,2601,16.225845
1658,290,51.26037598,2585,12.262385
1659,300,50.9262085,2592,12.906973
1660,310,51.89208984,2423,13.2372875
1661,320,51.33209229,2465,13.321532
1662,330,52.21252441,2487,18.287525
1663,340,54.92858887,2521,19.235998
1664,350,55.09033203,2481,19.923626
1665,360,53.89709473,2546,20.346264
1666,0,59.45129395,5381,4.494997
1667,10,60.28747559,5589,4.094253
1668,20,59.75952148,5710,3.9975455
1669,30,59.81903076,5590,3.9364767
1670,40,60.02044678,5418,4.7780695
1671,50,59.82818604,5374,4.9716506
1672,60,59.19036865,5454,4.9806933
1673,70,59.46960449,5447,5.188244
1674,80,59.92889404,5361,5.186642
1675,90,59.39178467,5360,5.365229
1676,100,60.19897461,5586,4.845227
1677,110,59.71221924,5725,4.551124
1678,120,59.81445313,5586,4.3766494
1679,130,59.96246338,5416,4.467541
1680,140,59.82666016,5372,4.416791
1681,150,59.23919678,5434,4.386852
1682,160,59.50927734,5428,4.308763
1683,170,59.89990234,5344,4.410117
1684,180,59.42077637,5359,4.5709467
1685,190,60.16540527,5579,4.1284246
1686,200,59.70306396,5726,4.0197024
1687,210,59.84954834,5614,3.964832
1688,220,59.95788574,5428,4.7921767
1689,230,59.75646973,5336,5.0231957
1690,240,59.21173096,5437,4.9883633
1691,250,59.52911377,5411,5.1776114
1692,260,59.91668701,5362,5.1496234
1693,270,59.47875977,5380,5.2934403
1694,280,60.25543213,5582,4.8095503
1695,290,59.75036621,5711,4.4942713
1696,300,59.85565186,5618,4.301607
1697,310,60.01434326,5430,4.391902
1698,320,59.75952148,5340,4.3637266
1699,330,59.16595459,5457,4.310403
1700,340,59.48791504,5428,4.2357426
1701,350,59.94720459,5377,4.3367586
1702,360,59.45129395,5381,4.494997
1703,0,66.04003906,4490,8.576173
1704,10,66.92962646,4599,8.2654295
1705,20,66.90063477,4632,8.175781
1706,30,66.8838501,4619,8.395232
1707,40,67.43164063,4475,9.187628
1708,50,67.33703613,4510,9.734537
1709,60,66.35131836,4587,9.649852
1710,70,66.24298096,4641,9.854174
1711,80,66.29180908,4543,9.862219
1712,90,65.99273682,4502,9.764092
1713,100,66.87774658,4592,9.377438
1714,110,66.88995361,4628,9.124589
1715,120,66.8838501,4617,9.254541
1716,130,67.47894287,4469,9.261142
1717,140,67.32330322,4504,8.873319
1718,150,66.33300781,4580,8.640872
1719,160,66.20941162,4643,8.206928
1720,170,66.31317139,4551,8.05132
1721,180,66.0369873,4514,8.624068
1722,190,66.86859131,4585,8.38652
1723,200,66.87164307,4628,8.325438
1724,210,66.91894531,4633,8.522544
1725,220,67.46673584,4478,9.235516
1726,230,67.22869873,4475,9.701812
1727,240,66.34063721,4575,9.64459
1728,250,66.20330811,4623,9.842183
1729,260,66.25518799,4576,9.843639
1730,270,66.08428955,4502,9.7246065
1731,280,66.92657471,4592,9.404192
1732,290,66.87927246,4631,9.054159
1733,300,66.92047119,4635,9.145124
1734,310,67.41943359,4484,9.10761
1735,320,67.2454834,4482,8.830919
1736,330,66.36047363,4582,8.611555
1737,340,66.2399292,4619,8.139282
1738,350,66.23382568,4568,7.8873653
1739,360,66.04003906,4490,8.576173
1740,0,69.27947998,3924,13.045969
1741,10,69.32220459,4062,11.929945
1742,20,69.38934326,4055,11.386176
1743,30,69.84863281,4016,12.898017
1744,40,69.92034912,3972,12.736405
1745,50,70.18127441,3848,13.309899
1746,60,69.78149414,3982,13.651108
1747,70,68.7789917,4011,13.431091
1748,80,69.06585693,3920,13.366276
1749,90,69.21691895,3928,13.428689
1750,100,69.34967041,4050,13.391307
1751,110,69.40460205,4048,13.61284
1752,120,69.88525391,4008,13.68849
1753,130,69.96612549,3981,13.661768
1754,140,70.17364502,3838,12.9396
1755,150,69.82421875,3968,13.02793
1756,160,68.75,4012,12.60728
1757,170,69.08569336,3918,12.667587
1758,180,69.26269531,3932,13.000718
1759,190,69.33898926,4040,11.941152
1760,200,69.37713623,4045,11.455757
1761,210,69.92034912,4034,12.998442
1762,220,69.94476318,3976,12.60568
1763,230,70.01800537,3824,13.14573
1764,240,69.80285645,3963,13.633689
1765,250,68.66912842,3997,13.432371
1766,260,68.99719238,3945,13.510898
1767,270,69.32525635,3928,13.485062
1768,280,69.31762695,4052,13.475778
1769,290,69.36187744,4052,13.520058
1770,300,69.88525391,4042,13.6693325
1771,310,69.9005127,3967,13.568361
1772,320,70.02716064,3834,12.958897
1773,330,69.76165771,3977,13.080843
1774,340,68.70117188,3994,12.648531
1775,350,68.97735596,3947,12.563287
1776,360,69.27947998,3924,13.045969
1777,0,55.03997803,4502,4.7872877
1778,10,53.80401611,4688,4.314376
1779,20,53.50646973,4722,4.2421436
1780,30,55.42449951,4606,5.19625
1781,40,55.25970459,4575,5.017776
1782,50,55.32073975,4596,5.148514
1783,60,55.31921387,4574,5.592513
1784,70,55.31311035,4555,5.2941155
1785,80,54.0435791,4608,5.197013
1786,90,55.08880615,4506,5.884275
1787,100,53.84521484,4666,4.561739
1788,110,53.515625,4700,4.33287
1789,120,55.45806885,4596,4.7729053
1790,130,55.24597168,4540,4.722011
1791,140,55.29632568,4604,4.8072424
1792,150,55.33752441,4583,4.6899695
1793,160,55.39550781,4549,4.2445474
1794,170,54.08630371,4595,4.497174
1795,180,55.0491333,4500,4.631587
1796,190,53.88183594,4670,4.1896534
1797,200,53.56445313,4686,4.137844
1798,210,55.43060303,4607,5.1272063
1799,220,55.19256592,4527,4.8922215
1800,230,55.27191162,4584,5.0940905
1801,240,55.32684326,4594,5.6400323
1802,250,55.3314209,4544,5.3569317
1803,260,54.16107178,4587,5.310088
1804,270,55.00030518,4496,5.8668327
1805,280,53.84216309,4692,4.7334642
1806,290,53.55529785,4708,4.450033
1807,300,55.39703369,4617,4.7879057
1808,310,55.20477295,4562,4.749108
1809,320,55.29785156,4576,4.9439936
1810,330,55.31005859,4585,4.7887254
1811,340,55.25054932,4550,4.3841467
1812,350,54.11529541,4600,4.6169224
1813,360,55.03997803,4502,4.7872877
1814,0,59.9822998,3840,9.953207
1815,10,58.79516602,4051,8.577841
1816,20,58.20617676,4087,7.975688
1817,30,59.02862549,4010,7.7700305
1818,40,58.54492188,3978,6.9936028
1819,50,59.3963623,3985,7.6060305
1820,60,59.54437256,3912,7.9050612
1821,70,60.206604,3816,8.691108
1822,80,59.12780762,3907,8.487928
1823,90,60.00976563,3840,9.108353
1824,100,58.80432129,4029,8.592338
1825,110,58.203125,4073,8.013193
1826,120,58.99047852,4018,8.720892
1827,130,58.47625732,3966,8.596869
1828,140,59.36431885,3990,8.582124
1829,150,59.5489502,3922,8.70833
1830,160,60.23254395,3822,8.501471
1831,170,59.16290283,3899,8.918664
1832,180,59.94262695,3842,9.942283
1833,190,58.79669189,4034,8.615845
1834,200,58.20617676,4061,7.940707
1835,210,58.95080566,4030,7.6706495
1836,220,58.40759277,3952,6.789499
1837,230,59.28192139,3967,7.4595942
1838,240,59.50469971,3930,7.747545
1839,250,60.14404297,3825,8.46088
1840,260,59.22698975,3893,8.471968
1841,270,59.91516113,3842,9.025015
1842,280,58.78753662,4056,8.61404
1843,290,58.21075439,4075,7.93466
1844,300,58.98895264,4022,8.712906
1845,310,58.47625732,3964,8.54038
1846,320,59.31549072,3962,8.565457
1847,330,59.50012207,3920,8.591191
1848,340,60.12115479,3819,8.470727
1849,350,59.19036865,3901,8.914461
1850,360,59.9822998,3840,9.953207
1851,0,63.07373047,3524,13.129551
1852,10,62.29400635,3692,12.152617
1853,20,61.75231934,3678,12.147077
1854,30,62.99133301,3683,12.274776
1855,40,63.40332031,3568,12.146813
1856,50,63.31329346,3663,12.755665
1857,60,62.60681152,3575,13.380731
1858,70,62.65411377,3546,13.392448
1859,80,61.68060303,3617,13.487803
1860,90,63.07830811,3526,14.523531
1861,100,62.30316162,3670,14.145769
1862,110,61.70501709,3671,12.390296
1863,120,62.91809082,3692,12.6838455
1864,130,63.30108643,3558,12.326028
1865,140,63.23394775,3667,12.508561
1866,150,62.61444092,3582,12.5206585
1867,160,62.67242432,3553,12.364273
1868,170,61.69128418,3610,12.276493
1869,180,63.00811768,3526,13.126333
1870,190,62.33062744,3674,12.322525
1871,200,61.71264648,3659,12.253765
1872,210,62.94403076,3690,12.336732
1873,220,63.25683594,3545,12.135167
1874,230,63.15917969,3650,12.692608
1875,240,62.64038086,3593,13.337731
1876,250,62.60528564,3559,13.35609
1877,260,61.73095703,3603,13.690268
1878,270,63.00354004,3524,14.515944
1879,280,62.32147217,3696,14.273302
1880,290,61.75994873,3666,12.40728
1881,300,63.01727295,3681,12.701542
1882,310,63.35906982,3555,12.297206
1883,320,63.23852539,3646,12.413501
1884,330,62.63275146,3586,12.403547
1885,340,62.59002686,3552,12.238204
1886,350,61.71875,3610,12.122425
1887,360,63.07373047,3524,13.129551
1888,0,50.49438477,4062,5.97172
1889,10,49.69177246,4097,5.4868565
1890,20,48.56414795,4097,5.323592
1891,30,49.5010376,4164,5.157365
1892,40,51.16577148,4043,5.3699327
1893,50,50.92468262,4103,5.2012496
1894,60,51.11083984,4020,5.095191
1895,70,51.11999512,4066,4.752422
1896,80,50.14190674,4123,4.6101327
1897,90,50.5645752,4066,4.6658964
1898,100,49.73754883,4099,4.406375
1899,110,48.64044189,4086,4.452016
1900,120,49.50408936,4168,4.538668
1901,130,51.23138428,4055,4.567292
1902,140,50.99182129,4122,4.195804
1903,150,51.1428833,4036,5.206921
1904,160,51.15966797,4080,5.442541
1905,170,50.20599365,4123,5.444949
1906,180,50.52337646,4068,6.109554
1907,190,49.76501465,4114,5.582216
1908,200,48.62213135,4102,5.436221
1909,210,49.48272705,4167,5.310515
1910,220,51.23443604,4050,5.514043
1911,230,50.99639893,4113,5.352797
1912,240,51.18408203,4031,5.164464
1913,250,51.13220215,4079,4.8557134
1914,260,50.2243042,4114,4.531771
1915,270,50.45318604,4064,4.4821362
1916,280,49.71466064,4114,4.3109756
1917,290,48.54278564,4113,4.332914
1918,300,49.47967529,4163,4.3748584
1919,310,51.17034912,4038,4.5000243
1920,320,50.92926025,4094,3.8269088
1921,330,51.15203857,4015,4.9260087
1922,340,51.09100342,4065,5.3130765
1923,350,50.16326904,4114,5.2685833
1924,360,50.49438477,4062,5.97172
1925,0,57.53631592,3456,11.586403
1926,10,56.96411133,3541,11.20279
1927,20,55.56945801,3475,11.583601
1928,30,56.28814697,3528,11.747473
1929,40,57.24029541,3581,11.660183
1930,50,57.23419189,3518,12.961126
1931,60,56.70928955,3481,12.934481
1932,70,56.55059814,3532,12.523394
1933,80,56.24694824,3592,12.178892
1934,90,57.60040283,3460,13.192107
1935,100,57.00836182,3538,12.233004
1936,110,55.63659668,3476,10.033947
1937,120,56.30493164,3529,10.534311
1938,130,57.28149414,3588,10.692272
1939,140,57.36236572,3525,10.07638
1940,150,56.78253174,3476,10.431971
1941,160,56.61010742,3541,9.827161
1942,170,56.36444092,3590,10.349488
1943,180,57.60955811,3460,11.613596
1944,190,57.04040527,3543,11.205587
1945,200,55.57556152,3482,11.584816
1946,210,56.26983643,3534,11.822407
1947,220,57.24182129,3588,11.538547
1948,230,57.34710693,3519,12.886224
1949,240,56.80541992,3473,12.835302
1950,250,56.58569336,3538,12.426034
1951,260,56.42547607,3595,12.058758
1952,270,57.54547119,3456,12.975912
1953,280,56.99615479,3546,12.128192
1954,290,55.50689697,3481,9.935295
1955,300,56.25152588,3533,10.426362
1956,310,57.20062256,3582,10.688383
1957,320,57.21740723,3511,10.012056
1958,330,56.73217773,3478,10.439058
1959,340,56.52160645,3529,9.845849
1960,350,56.31561279,3597,10.325136
1961,360,57.53631592,3456,11.586403
1962,0,59.26055908,3374,14.001685
1963,10,58.6517334,3455,12.030141
1964,20,58.34197998,3310,12.674235
1965,30,58.25958252,3420,12.976962
1966,40,59.25598145,3388,13.140091
1967,50,58.39385986,3416,13.305113
1968,60,57.13806152,3519,12.695856
1969,70,58.10241699,3447,12.915693
1970,80,57.65228271,3517,12.697209
1971,90,59.27886963,3394,14.471388
1972,100,58.69598389,3453,13.941605
1973,110,58.40301514,3311,13.9480095
1974,120,58.24890137,3422,14.295692
1975,130,59.33227539,3395,14.412557
1976,140,58.47320557,3422,13.459465
1977,150,57.23266602,3507,13.098989
1978,160,58.14208984,3446,11.82999
1979,170,57.75756836,3515,12.695014
1980,180,59.28497314,3392,13.983804
1981,190,58.76159668,3449,12.094501
1982,200,58.3984375,3326,12.673765
1983,210,58.27026367,3421,12.960798
1984,220,59.25445557,3380,13.081995
1985,230,58.43048096,3422,13.283556
1986,240,57.25250244,3508,12.680422
1987,250,58.12072754,3440,12.959222
1988,260,57.81707764,3523,12.677984
1989,270,59.2666626,3372,14.295049
1990,280,58.71734619,3451,13.772962
1991,290,58.33435059,3325,13.849109
1992,300,58.27941895,3419,14.179067
1993,310,59.17816162,3374,14.545501
1994,320,58.34960938,3415,13.316403
1995,330,57.15789795,3520,13.03235
1996,340,58.08105469,3441,11.86437
1997,350,57.71636963,3525,12.568541
1998,360,59.26055908,3374,14.001685
1999,0,42.34466553,3047,3.3217506
2000,10,41.14074707,3162,3.2721992
2001,20,42.01507568,3170,3.2636285
2002,30,43.00537109,3226,3.258648
2003,40,43.74084473,3160,5.6104307
2004,50,43.28155518,3090,6.6337976
2005,60,42.54455566,3144,6.7719617
2006,70,42.59338379,3135,6.630078
2007,80,41.43066406,3074,6.6186543
2008,90,42.1875,3048,6.5577974
2009,100,41.15447998,3153,6.350357
2010,110,41.92504883,3188,6.432417
2011,120,42.92755127,3218,6.2709312
2012,130,43.74847412,3160,6.0326357
2013,140,43.21746826,3090,4.873479
2014,150,42.55981445,3143,4.2336135
2015,160,42.56896973,3151,3.700946
2016,170,41.37268066,3090,3.0520341
2017,180,42.11120605,3041,3.497433
2018,190,41.0949707,3161,3.5002398
2019,200,41.86553955,3199,3.499445
2020,210,42.81768799,3194,3.4878
2021,220,43.7789917,3161,5.866085
2022,230,43.29223633,3093,6.732913
2023,240,42.56896973,3134,6.871077
2024,250,42.56896973,3145,6.6996927
2025,260,41.39404297,3072,6.7428126
2026,270,42.2668457,3040,6.713469
2027,280,41.08123779,3170,6.4681754
2028,290,41.95556641,3182,6.4433465
2029,300,42.89703369,3200,6.3231025
2030,310,43.76831055,3161,6.074308
2031,320,43.35479736,3093,4.858558
2032,330,42.55218506,3135,4.1486707
2033,340,42.58880615,3129,3.8664308
2034,350,41.45507813,3056,3.0866652
2035,360,42.34466553,3047,3.3217506
2036,0,48.26965332,3053,8.916666
2037,10,47.53417969,3181,8.798758
2038,20,47.67150879,3125,8.8047495
2039,30,48.30627441,3205,8.760355
2040,40,48.68774414,3132,9.857191
2041,50,47.69134521,3068,10.091517
2042,60,47.3526001,3176,8.405065
2043,70,47.65167236,3158,7.8036537
2044,80,46.70257568,3056,7.3030076
2045,90,48.19030762,3052,7.464835
2046,100,47.60742188,3170,7.483265
2047,110,47.62420654,3136,8.586811
2048,120,48.22845459,3197,8.921342
2049,130,48.73657227,3132,10.080611
2050,140,47.6776123,3065,8.166073
2051,150,47.41668701,3171,8.490186
2052,160,47.67456055,3171,8.429287
2053,170,46.67816162,3072,7.9785686
2054,180,48.18878174,3051,8.995516
2055,190,47.51434326,3172,8.710323
2056,200,47.47467041,3150,8.730529
2057,210,48.05603027,3176,8.713049
2058,220,48.6618042,3134,9.911417
2059,230,47.58605957,3068,10.192681
2060,240,47.30072021,3155,8.57621
2061,250,47.58911133,3173,7.8465514
2062,260,46.62017822,3058,7.487945
2063,270,48.26660156,3052,7.697819
2064,280,47.44110107,3183,7.7050514
2065,290,47.52349854,3140,8.617479
2066,300,48.13537598,3182,9.111275
2067,310,48.60992432,3134,10.070544
2068,320,47.5982666,3071,8.129819
2069,330,47.23510742,3160,8.433134
2070,340,47.56011963,3160,8.533051
2071,350,46.64611816,3042,8.056875
2072,360,48.26965332,3053,8.916666
2073,0,54.22973633,2783,19.319292
2074,10,53.13568115,2974,13.735482
2075,20,52.53601074,2941,13.425859
2076,30,53.12652588,2991,12.452383
2077,40,53.58276367,2901,12.331272
2078,50,52.95562744,2818,12.238909
2079,60,53.07617188,2881,11.685872
2080,70,54.69818115,2848,11.708314
2081,80,54.08935547,2801,12.129873
2082,90,54.15802002,2786,12.728735
2083,100,53.22418213,2974,13.236539
2084,110,52.53295898,2951,14.521007
2085,120,53.04107666,2978,16.150173
2086,130,53.62548828,2890,17.961876
2087,140,52.88696289,2799,20.556845
2088,150,53.05480957,2880,19.101934
2089,160,54.64172363,2863,20.131474
2090,170,54.05731201,2801,18.968466
2091,180,54.20684814,2781,19.465021
2092,190,53.19366455,2979,13.60518
2093,200,52.45666504,2966,13.246406
2094,210,52.96936035,2955,12.445311
2095,220,53.60717773,2886,12.317439
2096,230,52.79693604,2802,12.223702
2097,240,52.92205811,2868,11.619514
2098,250,54.57611084,2864,11.63201
2099,260,54.06341553,2804,12.106255
2100,270,54.27703857,2778,12.587296
2101,280,53.1036377,2979,13.323878
2102,290,52.46124268,2956,14.39591
2103,300,53.05633545,2966,16.194134
2104,310,53.56140137,2897,18.471527
2105,320,52.86407471,2821,20.646774
2106,330,52.94189453,2869,18.925356
2107,340,54.6295166,2849,20.16415
2108,350,54.09851074,2804,18.88298
2109,360,54.22973633,2783,19.319292
2110,0,40.86303711,2892,8.730948
2111,10,42.73986816,2924,7.8989787
2112,20,44.12231445,2969,5.326685
2113,30,42.83905029,2912,5.5691714
2114,40,42.00897217,2836,6.9747486
2115,50,41.19873047,2776,6.9850254
2116,60,39.03198242,2726,5.9027133
2117,70,39.35546875,2702,6.7111015
2118,80,40.1763916,2953,6.9259233
2119,90,40.89050293,2889,7.0019565
2120,100,42.79327393,2922,9.080029
2121,110,44.09790039,2963,10.65197
2122,120,42.87719727,2909,8.906118
2123,130,41.98150635,2839,9.179554
2124,140,41.16210938,2791,9.255133
2125,150,39.14642334,2721,8.821491
2126,160,39.48974609,2699,8.739416
2127,170,40.17028809,2954,8.714913
2128,180,40.87982178,2886,9.02988
