,Unnamed: 0,nu,diameter,v_init,p_init,density,g,Re,Eu,Fr,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,mu,1/Re
0,0,0.1,0.1,100.0,160000.0,0.0011,981,100.0,14545.454545454546,10.096375546923042,0.0,3.068656440063933e-13,-3.2578384434600598e-12,0.0,0.0,-5.024319994803698e-37,1.0044507392280289e-41,-1.0361318335791307,-1.631326116999631e-55,0.0,9.055679078826711e-72,-4.421718300208356e-75,-1.0361318335791323,0.0,0.0,0.0,-14015.250654342704,0.00011000000000000002,0.01
1,1,0.09244444444444444,0.095,165.43,120000.0,0.001125,981,170.00318509615386,3897.6261832938844,17.13633578015353,0.0,-2.504663143554353e-13,2.327027459614328e-13,-1.3642420526593924e-12,0.0,-6.428484731059385e-40,7.174648137343064e-43,-0.9946427424582386,0.0,0.0,-2.2639197697066778e-72,-1.105429575052089e-75,-0.994642742458252,0.0,0.0,0.0,-3873.863306802802,0.000104,0.005882242732301749
2,2,0.08947368421052633,0.105,170.43,100000.0,0.00114,981,200.00461764705884,3019.973003442987,16.792559306309435,0.0,-1.3309353619206377e-12,0.0,0.0,0.0,-1.2196901833483208e-40,8.295686908802917e-43,-1.0088932292264159,-2.0391576462495387e-56,0.0,0.0,-2.210859150104178e-75,-1.0088932292264463,0.0,0.0,0.0,-2953.947067336333,0.00010200000000000001,0.0049998845614888
