,Unnamed: 0,niu,diameter,v_init,density,p_init,lx,ly,Re,coef_best,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,mu
0,0,0.1156,0.085,68.0,0.001,13000.0,7.411764705882352,4.281928987811341,50.0,0.02,-6.614565591861814e-17,-2.6229018956769323e-15,-1.3322676295501878e-15,1.5543122344752194e-15,0.0,0.0205757421119155,0.0205757421119153,0.0,0.0,0.0,0.0,-0.9994092437188676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9994092437188692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011559999999999999
1,1,0.0999999999999999,0.1,90.0,0.0011,843000.0,6.3,3.63963963963964,90.0,0.0111111111111111,7.024636673629566e-17,3.1225022567582533e-16,0.0,4.3021142204224816e-16,1.1102230246251563e-16,0.0123459147083625,0.0123459147083626,0.0,0.0,0.0,0.0,-0.9982525710987252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9982525710987245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001099999999999999
2,2,0.0999999999999999,0.1,100.0,0.0011,853000.0,6.3,3.63963963963964,100.0,0.01,-7.026358298152495e-17,-5.551115123125783e-17,-1.1102230246251563e-16,-1.8110513089197866e-15,-2.220446049250313e-16,0.0110854222244042,0.0110854222244041,0.0,0.0,0.0,0.0,-0.9925499157198562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925499157198564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001099999999999999
